<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.04.01	12:00:00	1.10600	1.10671	1.10360	1.10434	22288	0	14
2022.04.01	16:00:00	1.10435	1.10531	1.10273	1.10394	22657	0	14
2022.04.01	20:00:00	1.10395	1.10520	1.10322	1.10452	8986	0	14
2022.04.04	00:00:00	1.10428	1.10531	1.10403	1.10486	3719	0	14
2022.04.04	04:00:00	1.10485	1.10538	1.10430	1.10473	7039	0	14
2022.04.04	08:00:00	1.10474	1.10532	1.10188	1.10217	18445	0	14
2022.04.04	12:00:00	1.10216	1.10315	1.09952	1.09985	16054	0	14
2022.04.04	16:00:00	1.09986	1.10022	1.09736	1.09741	19080	0	14
2022.04.04	20:00:00	1.09742	1.09764	1.09597	1.09715	9006	0	2
2022.04.05	00:00:00	1.09731	1.09792	1.09696	1.09755	4611	0	7
2022.04.05	04:00:00	1.09754	1.09762	1.09617	1.09635	6830	0	14
2022.04.05	08:00:00	1.09636	1.09880	1.09616	1.09671	17070	0	14
2022.04.05	12:00:00	1.09670	1.09845	1.09556	1.09635	15997	0	14
2022.04.05	16:00:00	1.09634	1.09749	1.09116	1.09136	24359	0	14
2022.04.05	20:00:00	1.09135	1.09205	1.08994	1.09055	7916	0	1
2022.04.06	00:00:00	1.09053	1.09075	1.08935	1.08937	4326	0	14
2022.04.06	04:00:00	1.08937	1.09025	1.08901	1.08961	10044	0	14
2022.04.06	08:00:00	1.08962	1.09263	1.08739	1.09228	21697	0	14
2022.04.06	12:00:00	1.09227	1.09373	1.08988	1.09326	20162	0	14
2022.04.06	16:00:00	1.09326	1.09366	1.09021	1.09075	21172	0	14
2022.04.06	20:00:00	1.09074	1.09282	1.08782	1.08968	25491	0	2
2022.04.07	00:00:00	1.08954	1.09116	1.08938	1.09112	6163	0	7
2022.04.07	04:00:00	1.09113	1.09153	1.09037	1.09137	8082	0	14
2022.04.07	08:00:00	1.09136	1.09335	1.08748	1.08773	17105	0	14
2022.04.07	12:00:00	1.08774	1.09261	1.08642	1.09129	24022	0	14
2022.04.07	16:00:00	1.09131	1.09377	1.08760	1.08764	26218	0	14
2022.04.07	20:00:00	1.08765	1.08916	1.08669	1.08793	11465	0	1
2022.04.08	00:00:00	1.08761	1.08816	1.08572	1.08615	6994	0	14
2022.04.08	04:00:00	1.08614	1.08690	1.08541	1.08541	8711	0	14
2022.04.08	08:00:00	1.08542	1.08786	1.08474	1.08663	17067	0	14
2022.04.08	12:00:00	1.08662	1.08911	1.08494	1.08523	17020	0	14
2022.04.08	16:00:00	1.08522	1.08809	1.08358	1.08717	21618	0	14
2022.04.08	20:00:00	1.08719	1.08846	1.08644	1.08745	7905	0	14
2022.04.11	00:00:00	1.08913	1.08937	1.08797	1.08875	4749	0	3
2022.04.11	04:00:00	1.08874	1.08941	1.08746	1.08845	9903	0	14
2022.04.11	08:00:00	1.08844	1.09185	1.08734	1.09065	19676	0	14
2022.04.11	12:00:00	1.09066	1.09326	1.08917	1.09044	16152	0	14
2022.04.11	16:00:00	1.09043	1.09053	1.08721	1.08771	20028	0	14
2022.04.11	20:00:00	1.08771	1.08940	1.08769	1.08834	8683	0	1
2022.04.12	00:00:00	1.08821	1.08867	1.08704	1.08738	6092	0	14
2022.04.12	04:00:00	1.08739	1.08826	1.08659	1.08787	8220	0	14
2022.04.12	08:00:00	1.08788	1.08813	1.08527	1.08615	18079	0	14
2022.04.12	12:00:00	1.08615	1.09029	1.08503	1.08951	21357	0	14
2022.04.12	16:00:00	1.08952	1.09025	1.08315	1.08409	32091	0	14
2022.04.12	20:00:00	1.08408	1.08440	1.08206	1.08265	11846	0	1
2022.04.13	00:00:00	1.08268	1.08308	1.08108	1.08151	5266	0	13
2022.04.13	04:00:00	1.08152	1.08401	1.08138	1.08328	8689	0	14
2022.04.13	08:00:00	1.08328	1.08442	1.08145	1.08363	17059	0	14
2022.04.13	12:00:00	1.08361	1.08471	1.08146	1.08175	18849	0	14
2022.04.13	16:00:00	1.08174	1.08936	1.08083	1.08814	26548	0	14
2022.04.13	20:00:00	1.08815	1.08928	1.08710	1.08917	11084	0	1
2022.04.14	00:00:00	1.08886	1.08992	1.08822	1.08840	5534	0	14
2022.04.14	04:00:00	1.08840	1.09122	1.08821	1.09115	8464	0	14
2022.04.14	08:00:00	1.09116	1.09226	1.09023	1.09076	13627	0	14
2022.04.14	12:00:00	1.09075	1.09170	1.08431	1.08467	23834	0	14
2022.04.14	16:00:00	1.08470	1.08482	1.07566	1.08155	40968	0	14
2022.04.14	20:00:00	1.08156	1.08342	1.08083	1.08273	9465	0	2
2022.04.15	00:00:00	1.08251	1.08291	1.07980	1.08083	16047	0	14
2022.04.15	04:00:00	1.08084	1.08149	1.07961	1.08050	25983	0	14
2022.04.15	08:00:00	1.08049	1.08230	1.08019	1.08184	7117	0	14
2022.04.15	12:00:00	1.08183	1.08190	1.08042	1.08125	16227	0	14
2022.04.15	16:00:00	1.08124	1.08132	1.08050	1.08054	7444	0	14
2022.04.15	20:00:00	1.08054	1.08155	1.08050	1.08092	4572	0	14
2022.04.18	00:00:00	1.08201	1.08211	1.07929	1.08004	5265	0	1
2022.04.18	04:00:00	1.08004	1.08113	1.07887	1.07919	9337	0	14
2022.04.18	08:00:00	1.07919	1.08030	1.07826	1.07912	6854	0	14
2022.04.18	12:00:00	1.07912	1.08139	1.07889	1.08042	7702	0	14
2022.04.18	16:00:00	1.08042	1.08101	1.07693	1.07721	14176	0	14
2022.04.18	20:00:00	1.07722	1.07858	1.07708	1.07812	6229	0	4
2022.04.19	00:00:00	1.07764	1.07874	1.07724	1.07784	6163	0	14
2022.04.19	04:00:00	1.07785	1.07837	1.07605	1.07714	10360	0	14
2022.04.19	08:00:00	1.07715	1.08137	1.07660	1.08100	17380	0	14
2022.04.19	12:00:00	1.08099	1.08104	1.07839	1.07933	15243	0	14
2022.04.19	16:00:00	1.07933	1.08078	1.07812	1.07958	23158	0	14
2022.04.19	20:00:00	1.07959	1.08028	1.07816	1.07885	9339	0	2
2022.04.20	00:00:00	1.07853	1.07985	1.07847	1.07958	6691	0	14
2022.04.20	04:00:00	1.07957	1.08220	1.07834	1.08196	14864	0	14
2022.04.20	08:00:00	1.08195	1.08406	1.08051	1.08391	13464	0	14
2022.04.20	12:00:00	1.08390	1.08660	1.08200	1.08285	19974	0	14
2022.04.20	16:00:00	1.08286	1.08655	1.08214	1.08422	23871	0	14
2022.04.20	20:00:00	1.08423	1.08567	1.08392	1.08547	11262	0	1
2022.04.21	00:00:00	1.08487	1.08541	1.08306	1.08350	6162	0	14
2022.04.21	04:00:00	1.08351	1.08430	1.08231	1.08316	9798	0	14
2022.04.21	08:00:00	1.08316	1.09356	1.08310	1.09205	22946	0	14
2022.04.21	12:00:00	1.09204	1.09245	1.08740	1.08903	18963	0	14
2022.04.21	16:00:00	1.08904	1.08955	1.08323	1.08428	27219	0	14
2022.04.21	20:00:00	1.08429	1.08576	1.08299	1.08320	17566	0	1
2022.04.22	00:00:00	1.08341	1.08422	1.08313	1.08366	6462	0	14
2022.04.22	04:00:00	1.08367	1.08499	1.08303	1.08450	10125	0	14
2022.04.22	08:00:00	1.08451	1.08509	1.07897	1.07976	21113	0	14
2022.04.22	12:00:00	1.07978	1.08245	1.07916	1.08186	15997	0	14
2022.04.22	16:00:00	1.08187	1.08442	1.07699	1.07786	29564	0	14
2022.04.22	20:00:00	1.07785	1.08010	1.07777	1.07956	11484	0	5
2022.04.25	00:00:00	1.08061	1.08116	1.07993	1.08015	4535	0	2
2022.04.25	04:00:00	1.08016	1.08039	1.07717	1.07737	11385	0	14
2022.04.25	08:00:00	1.07738	1.07781	1.07062	1.07443	27572	0	14
2022.04.25	12:00:00	1.07444	1.07575	1.07191	1.07422	25766	0	14
2022.04.25	16:00:00	1.07423	1.07429	1.06962	1.07145	29778	0	14
2022.04.25	20:00:00	1.07146	1.07182	1.07038	1.07110	11659	0	1
2022.04.26	00:00:00	1.07118	1.07308	1.07064	1.07297	5992	0	14
2022.04.26	04:00:00	1.07296	1.07379	1.07201	1.07274	11549	0	14
2022.04.26	08:00:00	1.07274	1.07339	1.06722	1.06805	21903	0	14
2022.04.26	12:00:00	1.06807	1.06967	1.06686	1.06781	17141	0	14
2022.04.26	16:00:00	1.06783	1.06847	1.06412	1.06585	24379	0	14
2022.04.26	20:00:00	1.06586	1.06608	1.06357	1.06366	8645	0	1
2022.04.27	00:00:00	1.06363	1.06472	1.06343	1.06429	5723	0	14
2022.04.27	04:00:00	1.06428	1.06527	1.06330	1.06491	10857	0	14
2022.04.27	08:00:00	1.06490	1.06540	1.05848	1.05881	23118	0	14
2022.04.27	12:00:00	1.05882	1.06221	1.05445	1.05545	24534	0	14
2022.04.27	16:00:00	1.05546	1.05705	1.05137	1.05621	29425	0	14
2022.04.27	20:00:00	1.05624	1.05716	1.05530	1.05585	12020	0	2
2022.04.28	00:00:00	1.05548	1.05571	1.05300	1.05377	6075	0	14
2022.04.28	04:00:00	1.05377	1.05527	1.05082	1.05168	15147	0	14
2022.04.28	08:00:00	1.05167	1.05641	1.04814	1.05153	30678	0	14
2022.04.28	12:00:00	1.05153	1.05379	1.04706	1.04845	27607	0	14
2022.04.28	16:00:00	1.04852	1.05303	1.04809	1.05120	30468	0	14
2022.04.28	20:00:00	1.05119	1.05152	1.04964	1.04990	9709	0	1
2022.04.29	00:00:00	1.04982	1.05165	1.04905	1.05152	4378	0	14
2022.04.29	04:00:00	1.05152	1.05291	1.05046	1.05161	8701	0	14
2022.04.29	08:00:00	1.05160	1.05921	1.05160	1.05685	20400	0	14
2022.04.29	12:00:00	1.05684	1.05796	1.05091	1.05309	22616	0	14
2022.04.29	16:00:00	1.05307	1.05585	1.05178	1.05486	28188	0	14
2022.04.29	20:00:00	1.05485	1.05780	1.05412	1.05412	13867	0	3
2022.05.02	00:00:00	1.05433	1.05524	1.05260	1.05287	6608	0	1
2022.05.02	04:00:00	1.05287	1.05329	1.05163	1.05181	8943	0	14
2022.05.02	08:00:00	1.05181	1.05678	1.05094	1.05281	15642	0	14
2022.05.02	12:00:00	1.05280	1.05322	1.05079	1.05099	13045	0	14
2022.05.02	16:00:00	1.05100	1.05410	1.05016	1.05082	21949	0	14
2022.05.02	20:00:00	1.05083	1.05108	1.04895	1.05071	10556	0	1
2022.05.03	00:00:00	1.05034	1.05253	1.05008	1.05246	4156	0	14
2022.05.03	04:00:00	1.05245	1.05260	1.05013	1.05013	7329	0	14
2022.05.03	08:00:00	1.05014	1.05271	1.04937	1.04995	17368	0	14
2022.05.03	12:00:00	1.04994	1.05771	1.04915	1.05669	20230	0	14
2022.05.03	16:00:00	1.05668	1.05715	1.05109	1.05150	21688	0	14
2022.05.03	20:00:00	1.05151	1.05399	1.05119	1.05199	9973	0	1
2022.05.04	00:00:00	1.05192	1.05335	1.05189	1.05243	3115	0	14
2022.05.04	04:00:00	1.05243	1.05325	1.05135	1.05161	4933	0	14
2022.05.04	08:00:00	1.05160	1.05338	1.05055	1.05213	15042	0	14
2022.05.04	12:00:00	1.05213	1.05548	1.05138	1.05526	15392	0	14
2022.05.04	16:00:00	1.05525	1.05635	1.05240	1.05483	20690	0	14
2022.05.04	20:00:00	1.05482	1.06304	1.05099	1.06206	44584	0	1
2022.05.05	00:00:00	1.06229	1.06269	1.06030	1.06132	7003	0	14
2022.05.05	04:00:00	1.06131	1.06412	1.06091	1.06118	11121	0	14
2022.05.05	08:00:00	1.06119	1.06185	1.05810	1.05996	21467	0	14
2022.05.05	12:00:00	1.05995	1.06071	1.05449	1.05524	26377	0	14
2022.05.05	16:00:00	1.05525	1.05651	1.04920	1.05104	35845	0	14
2022.05.05	20:00:00	1.05103	1.05502	1.05016	1.05393	19860	0	1
2022.05.06	00:00:00	1.05412	1.05501	1.05330	1.05405	7236	0	14
2022.05.06	04:00:00	1.05406	1.05450	1.05152	1.05316	15428	0	14
2022.05.06	08:00:00	1.05317	1.05801	1.04822	1.05568	32693	0	14
2022.05.06	12:00:00	1.05569	1.05981	1.05471	1.05533	31547	0	14
2022.05.06	16:00:00	1.05530	1.05950	1.05530	1.05685	42998	0	14
2022.05.06	20:00:00	1.05684	1.05738	1.05357	1.05452	15845	0	3
2022.05.09	00:00:00	1.05375	1.05386	1.05176	1.05188	5420	0	1
2022.05.09	04:00:00	1.05187	1.05260	1.05024	1.05115	11256	0	14
2022.05.09	08:00:00	1.05114	1.05287	1.04947	1.05068	22184	0	14
2022.05.09	12:00:00	1.05067	1.05728	1.05042	1.05617	23934	0	14
2022.05.09	16:00:00	1.05616	1.05919	1.05165	1.05729	32111	0	14
2022.05.09	20:00:00	1.05728	1.05750	1.05500	1.05600	18552	0	1
2022.05.10	00:00:00	1.05580	1.05685	1.05519	1.05583	8712	0	14
2022.05.10	04:00:00	1.05582	1.05803	1.05544	1.05751	16369	0	14
2022.05.10	08:00:00	1.05752	1.05847	1.05504	1.05716	24910	0	14
2022.05.10	12:00:00	1.05716	1.05751	1.05349	1.05510	23703	0	14
2022.05.10	16:00:00	1.05509	1.05743	1.05248	1.05332	35630	0	14
2022.05.10	20:00:00	1.05333	1.05408	1.05259	1.05295	14976	0	5
2022.05.11	00:00:00	1.05276	1.05362	1.05264	1.05307	5199	0	14
2022.05.11	04:00:00	1.05308	1.05428	1.05250	1.05405	9413	0	14
2022.05.11	08:00:00	1.05406	1.05739	1.05366	1.05674	21732	0	14
2022.05.11	12:00:00	1.05673	1.05751	1.05012	1.05202	28827	0	14
2022.05.11	16:00:00	1.05200	1.05764	1.05176	1.05300	50707	0	14
2022.05.11	20:00:00	1.05301	1.05350	1.05093	1.05134	23681	0	1
2022.05.12	00:00:00	1.05141	1.05281	1.05069	1.05234	7836	0	14
2022.05.12	04:00:00	1.05235	1.05286	1.05119	1.05171	12724	0	14
2022.05.12	08:00:00	1.05172	1.05201	1.04399	1.04400	33916	0	14
2022.05.12	12:00:00	1.04399	1.04456	1.03880	1.04145	31186	0	14
2022.05.12	16:00:00	1.04144	1.04252	1.03539	1.03572	38712	0	14
2022.05.12	20:00:00	1.03571	1.03825	1.03535	1.03808	16717	0	1
2022.05.13	00:00:00	1.03816	1.03837	1.03728	1.03801	7512	0	12
2022.05.13	04:00:00	1.03800	1.03973	1.03738	1.03964	12187	0	14
2022.05.13	08:00:00	1.03965	1.04189	1.03829	1.04076	25184	0	14
2022.05.13	12:00:00	1.04075	1.04082	1.03703	1.03772	21284	0	14
2022.05.13	16:00:00	1.03771	1.04153	1.03488	1.04081	27427	0	14
2022.05.13	20:00:00	1.04082	1.04154	1.03929	1.04069	9614	0	1
2022.05.16	00:00:00	1.04049	1.04104	1.03969	1.04094	4992	0	3
2022.05.16	04:00:00	1.04095	1.04166	1.03885	1.03989	14547	0	14
2022.05.16	08:00:00	1.03988	1.04336	1.03943	1.04323	19605	0	14
2022.05.16	12:00:00	1.04322	1.04376	1.04120	1.04228	15495	0	14
2022.05.16	16:00:00	1.04227	1.04326	1.03886	1.04243	22217	0	14
2022.05.16	20:00:00	1.04242	1.04423	1.04170	1.04339	8207	0	5
2022.05.17	00:00:00	1.04352	1.04534	1.04278	1.04464	5792	0	14
2022.05.17	04:00:00	1.04463	1.04494	1.04312	1.04400	8974	0	14
2022.05.17	08:00:00	1.04400	1.04914	1.04399	1.04897	20309	0	14
2022.05.17	12:00:00	1.04896	1.05550	1.04683	1.05424	26676	0	14
2022.05.17	16:00:00	1.05422	1.05502	1.05246	1.05424	21415	0	14
2022.05.17	20:00:00	1.05423	1.05541	1.05205	1.05533	22587	0	1
2022.05.18	00:00:00	1.05491	1.05631	1.05448	1.05545	5012	0	14
2022.05.18	04:00:00	1.05545	1.05565	1.05239	1.05286	9709	0	14
2022.05.18	08:00:00	1.05285	1.05398	1.04935	1.05069	19866	0	14
2022.05.18	12:00:00	1.05070	1.05285	1.05040	1.05209	17150	0	14
2022.05.18	16:00:00	1.05210	1.05410	1.04818	1.04866	25776	0	14
2022.05.18	20:00:00	1.04867	1.04877	1.04604	1.04621	12219	0	1
2022.05.19	00:00:00	1.04618	1.04999	1.04616	1.04877	8598	0	14
2022.05.19	04:00:00	1.04879	1.05061	1.04781	1.04956	11527	0	14
2022.05.19	08:00:00	1.04957	1.05082	1.04645	1.04959	21574	0	14
2022.05.19	12:00:00	1.04958	1.05444	1.04865	1.05371	25306	0	14
2022.05.19	16:00:00	1.05370	1.05980	1.05358	1.05928	36785	0	14
2022.05.19	20:00:00	1.05929	1.06065	1.05807	1.05840	15194	0	2
2022.05.20	00:00:00	1.05842	1.05865	1.05678	1.05756	6921	0	14
2022.05.20	04:00:00	1.05757	1.05807	1.05541	1.05732	11382	0	14
2022.05.20	08:00:00	1.05732	1.05927	1.05540	1.05767	22970	0	14
2022.05.20	12:00:00	1.05766	1.05981	1.05604	1.05636	18147	0	14
2022.05.20	16:00:00	1.05637	1.05705	1.05389	1.05481	27337	0	14
2022.05.20	20:00:00	1.05482	1.05668	1.05322	1.05541	14918	0	1
2022.05.23	00:00:00	1.05760	1.05898	1.05673	1.05823	5901	0	14
2022.05.23	04:00:00	1.05822	1.05939	1.05789	1.05901	8961	0	14
2022.05.23	08:00:00	1.05900	1.06482	1.05879	1.06455	23721	0	14
2022.05.23	12:00:00	1.06456	1.06868	1.06445	1.06482	23463	0	14
2022.05.23	16:00:00	1.06483	1.06904	1.06437	1.06765	23409	0	14
2022.05.23	20:00:00	1.06766	1.06967	1.06709	1.06920	9531	0	2
2022.05.24	00:00:00	1.06910	1.06935	1.06665	1.06686	5281	0	14
2022.05.24	04:00:00	1.06686	1.06744	1.06603	1.06627	6647	0	14
2022.05.24	08:00:00	1.06626	1.07354	1.06617	1.07039	24556	0	14
2022.05.24	12:00:00	1.07040	1.07272	1.06951	1.07068	20084	0	14
2022.05.24	16:00:00	1.07069	1.07479	1.07035	1.07300	31942	0	14
2022.05.24	20:00:00	1.07299	1.07380	1.07215	1.07353	12626	0	2
2022.05.25	00:00:00	1.07338	1.07384	1.07175	1.07223	5205	0	14
2022.05.25	04:00:00	1.07225	1.07228	1.07025	1.07049	10988	0	14
2022.05.25	08:00:00	1.07048	1.07084	1.06661	1.06693	21156	0	14
2022.05.25	12:00:00	1.06692	1.06787	1.06417	1.06502	22956	0	14
